,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Oriëntatie,Woningtype,Klimaatbestand,Ruimtetype,GTO
24695,0.7,Goed,0.3,TO-juli,Buiten,Noord,Hoekwoning,2,LIVINGROOM,140
24699,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,62
24703,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,80
24707,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,104
24711,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,39
24715,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,96
24719,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,209
24723,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,55
24727,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,183
24731,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,358
24735,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,43
24739,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,50
24743,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,58
24747,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,16
24751,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,36
24755,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,65
24759,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,15
24763,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,48
24767,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,103
24771,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,239
24775,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,265
24779,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,294
24783,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,262
24787,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,330
24791,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,400
24795,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,347
24799,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,436
24803,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,519
24807,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,219
24811,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,226
24815,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,237
24819,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,220
24823,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,253
24827,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,287
24831,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,285
24835,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,331
24839,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Hoekwoning,2,LIVINGROOM,371
24843,0.3,Slecht,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,29
24847,0.5,Slecht,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,47
24851,0.7,Slecht,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,79
24855,0.3,Matig,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,27
24859,0.5,Matig,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,65
24863,0.7,Matig,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,116
24867,0.3,Goed,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,47
24871,0.5,Goed,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,115
24875,0.7,Goed,0.6,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,253
24879,0.3,Slecht,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,13
24883,0.5,Slecht,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,23
24887,0.7,Slecht,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,36
24891,0.3,Matig,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,9
24895,0.5,Matig,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,24
24899,0.7,Matig,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,38
24903,0.3,Goed,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,19
24907,0.5,Goed,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,36
24911,0.7,Goed,0.3,TO-juli,Overstek,Noord,Hoekwoning,2,LIVINGROOM,68
24915,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,23
24919,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,44
24923,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,72
24927,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,19
24931,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,55
24935,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,106
24939,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,24
24943,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,86
24947,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,166
24951,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,10
24955,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,18
24959,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,30
24963,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,3
24967,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,17
24971,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,31
24975,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,3
24979,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,22
24983,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,46
24987,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,196
24991,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,223
24995,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,252
24999,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,222
25003,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,273
25007,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,330
25011,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,299
25015,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,366
25019,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,427
25023,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,181
25027,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,193
25031,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,206
25035,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,199
25039,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,218
25043,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,243
25047,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,251
25051,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,280
25055,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Hoekwoning,2,LIVINGROOM,310
25059,0.3,Slecht,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,234
25063,0.5,Slecht,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,522
25067,0.7,Slecht,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,973
25071,0.3,Matig,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,329
25075,0.5,Matig,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,976
25079,0.7,Matig,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,1923
25083,0.3,Goed,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,695
25087,0.5,Goed,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,1833
25091,0.7,Goed,0.6,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,3323
25095,0.3,Slecht,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,109
25099,0.5,Slecht,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,176
25103,0.7,Slecht,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,265
25107,0.3,Matig,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,101
25111,0.5,Matig,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,229
25115,0.7,Matig,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,445
25119,0.3,Goed,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,163
25123,0.5,Goed,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,444
25127,0.7,Goed,0.3,TO-juli,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,847
25131,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,216
25135,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,500
25139,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,956
25143,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,277
25147,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,879
25151,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,1827
25155,0.3,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,470
25159,0.5,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,1495
25163,0.7,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,2929
25167,0.3,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,101
25171,0.5,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,162
25175,0.7,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,256
25179,0.3,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,83
25183,0.5,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,202
25187,0.7,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,403
25191,0.3,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,117
25195,0.5,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,315
25199,0.7,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,674
25203,0.3,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,347
25207,0.5,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,453
25211,0.7,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,581
25215,0.3,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,404
25219,0.5,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,586
25223,0.7,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,802
25227,0.3,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,507
25231,0.5,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,738
25235,0.7,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,1031
25239,0.3,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,263
25243,0.5,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,306
25247,0.7,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,345
25251,0.3,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,280
25255,0.5,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,358
25259,0.7,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,438
25263,0.3,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,361
25267,0.5,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,444
25271,0.7,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Hoekwoning,2,LIVINGROOM,541
25275,0.3,Slecht,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,142
25279,0.5,Slecht,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,249
25283,0.7,Slecht,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,420
25287,0.3,Matig,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,157
25291,0.5,Matig,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,422
25295,0.7,Matig,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,861
25299,0.3,Goed,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,326
25303,0.5,Goed,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,882
25307,0.7,Goed,0.6,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,1646
25311,0.3,Slecht,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,94
25315,0.5,Slecht,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,136
25319,0.7,Slecht,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,191
25323,0.3,Matig,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,72
25327,0.5,Matig,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,161
25331,0.7,Matig,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,296
25335,0.3,Goed,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,119
25339,0.5,Goed,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,308
25343,0.7,Goed,0.3,TO-juli,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,585
25347,0.3,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,130
25351,0.5,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,232
25355,0.7,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,406
25359,0.3,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,133
25363,0.5,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,366
25367,0.7,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,771
25371,0.3,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,198
25375,0.5,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,645
25379,0.7,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,1335
25383,0.3,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,87
25387,0.5,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,127
25391,0.7,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,180
25395,0.3,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,54
25399,0.5,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,147
25403,0.7,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,268
25407,0.3,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,80
25411,0.5,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,218
25415,0.7,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,438
25419,0.3,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,294
25423,0.5,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,352
25427,0.7,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,425
25431,0.3,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,326
25435,0.5,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,441
25439,0.7,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,564
25443,0.3,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,422
25447,0.5,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,564
25451,0.7,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,719
25455,0.3,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,251
25459,0.5,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,279
25463,0.7,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,313
25467,0.3,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,261
25471,0.5,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,318
25475,0.7,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,385
25479,0.3,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,336
25483,0.5,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,407
25487,0.7,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Hoekwoning,2,LIVINGROOM,479
25491,0.3,Slecht,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,84
25495,0.5,Slecht,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,106
25499,0.7,Slecht,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,134
25503,0.3,Matig,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,62
25507,0.5,Matig,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,131
25511,0.7,Matig,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,257
25515,0.3,Goed,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,111
25519,0.5,Goed,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,317
25523,0.7,Goed,0.6,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,577
25527,0.3,Slecht,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,64
25531,0.5,Slecht,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,69
25535,0.7,Slecht,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,77
25539,0.3,Matig,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,27
25543,0.5,Matig,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,54
25547,0.7,Matig,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,88
25551,0.3,Goed,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,42
25555,0.5,Goed,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,90
25559,0.7,Goed,0.3,TO-juli,Buiten,Oost,Hoekwoning,2,LIVINGROOM,165
25563,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,77
25567,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,100
25571,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,126
25575,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,49
25579,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,106
25583,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,226
25587,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,66
25591,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,191
25595,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,380
25599,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,58
25603,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,64
25607,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,72
25611,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,19
25615,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,44
25619,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,77
25623,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,18
25627,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,58
25631,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,111
25635,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,254
25639,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,284
25643,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,312
25647,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,272
25651,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,346
25655,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,420
25659,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,358
25663,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,448
25667,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,536
25671,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,235
25675,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,242
25679,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,252
25683,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Oost,Hoekwoning,2,LIVINGROOM,234
